digitizer,database,DOI,first_authour,journal,species,publication_date,census_date,projection_interval,life_cycle_diagram,matrix_presence,vital_rate_calculations,latitude_longitude,location,population_vectors
2,Comadre,10.1086/587530,N. A. Hartemink,The American Naturalist ,Ixodes ricinus ,2007,0,0,0,1,1,0,0,0
2,Comadre,10.1890/09-1641,Christine M Hunter,Ecology,Ursus maritimus ,2010,1,1,1,1,1,0,1,0
2,Comadre,10.1023/B:EMAS.0000016881.12925.b1,Joshua J Lawler,Environmental Monitoring and Assessment ,1. Buteo lineatus & 2. Accipiter gentilis ,2004,0,0,0,1,1,0,1,0
2,Comadre,10.1111/j.1748-7692.1994.tb00388.x,Anne E York,Marine Mammal Science,Eumetopias jubatus ,1994,1,0,0,1,1,0,1,0
2,Compadre,10.1007/s11258-010-9749-2,Deanna L Christensen, Plant Ecology,Hydrastis canadensis ,2010,1,0,1,1,1,0,1,0
2,Comadre,10.3398/1527-0904(2007)67[492:GADOOP]2.0.CO;2,Angela M. Ortega-León,Western North American Naturalist,Sceloporus mucronatus mucronatus,2007,1,1,1,1,1,1,1,0
2,Compadre,10.1890/13-1984.1,Chirakkal V. Haridas,Ecological Society of America,Opuntia macrorhiza,2013,1,0,0,0,1,0,1,0
2,Compadre,10.1111/j.1523-1739.2006.00368.x,Kari Lehtila,Conservation Biology ,Primula veris L.,2006,1,0,0,1,1,0,1,0
2,Compadre,10.1300/J091v23n01_05,Teresa Valverde,Journal of Sustainable Forestry ,Chamaedorea elegans,2006,1,0,0,1,1,1,1,0
2,Comadre,10.2307/1939945,Walter L Clinton,Ecology,Mirounga angustirostris,1993,1,0,0,0,1,0,1,0
2,Comadre,10.1016/S0304-3800(99)00145-3,Jacoby Carter,Ecological Modelling,Ailuropoda melanoleuca,1999,0,0,0,1,1,0,1,0
2,Comadre,10.5253/078.100.0208,Rob G Bijlsma,BioOne,Pernis apivorus,2012,1,0,1,1,1,1,1,0
2,Compadre,10.3732/ajb.0900351,Anna Bucharova,American Journal of Botany,"1. Asplenium adulterinum
2. Asplenium cuneifolium",2010,1,1,0,1,1,1,1,0
2,Compadre,10.1111/j.1442-9993.1982.tb01304.x,N J Enright,Australian Journal of Ecology,Araucaria hunsteinii ,1982,0,0,0,0,0,0,0,0
2,Compadre,10.1007/s11258-014-0344-9,Sara E. Scanga,Plant Ecology,Trollius laxus ,2014,1,0,0,1,1,0,1,0
2,Compadre,10.1016/j.foreco.2013.05.049,Michelle M Jackson,Forest Ecology and Management ,Prosartes lanuginosa ,2013,1,0,1,1,1,0,1,0
2,Compadre,10.1046/j.1523-1739.1997.96159.x,Joyce Maschinski,Conservation Biology,Astragalus cremnophylax var. cremnophylax,1997,1,0,0,1,1,0,1,0
2,Compadre,10.2307/2261672,Karin Bengtsson,Journal of Ecology,Fumana procumbens ,1993,1,0,0,1,1,1,1,0
2,Comadre,10.1016/j.jnc.2013.06.002,Shem D Unger,Journal for Nature Conservation ,Cryptobranchus alleganiensis alleganiensis ,2013,1,1,1,1,1,0,1,0
2,Comadre,10.1080/20018091094835,Timothy R Gleason,Human and Ecological Risk Assessment,"1. Pimephales promelas 
2. Alcedo atthis
3. Sterna antillarum browni ",2001,0,1,1,1,1,0,0,0
2,Compadre,10.3719/weed.50.60,Paula R Westerman,Weed Science,Abutilon theophrasti,2005,1,0,0,1,1,0,1,0
2,Comadre,10.1163/157075610X523260,Chris Klok,Animal Biology ,Anser anser ,2010,1,0,1,1,1,1,1,0
2,Comadre,10.1007/BF00390542,D. J. Brousseau,Marine Biology,Mya arenaria ,1978,1,0,0,0,1,1,1,0
2,Comadre,10.1007/BF02765226,Nigel G. Yoccoz,Researches on Population Ecology,Clethrionomys rufocanus ,1998,1,0,0,1,1,1,1,0
2,Comadre,10.1655/HERPETOLOGICA-D-12-00038R2,Hibraim A Perez-Mendoza,Herpetologica,Sceloporus grammicus ,2013,1,0,0,1,1,1,1,0
2,Compadre,10.1890/04-1952,Catherine A. Pfister,Ecology,Alaria nana,2005,1,1,1,1,1,1,1,0
2,Compadre,10.1111/j.1654-1103.2004.tb02286.x,Hara M,Journal of Vegetation Science ,"1. Hydrangea paniculata 
2. Lindera umbellata var. membranacea 
3. Magnolia salicifolia 
4. Viburnum furcatum
",2004,1,0,1,1,1,1,1,0
2,Comadre,10.2192/1537-6176-20.1.12,Masao Kohira,Ursus,Ursus arctos yesoensis ,2009,1,0,0,1,1,1,1,0
2,Comadre,10.4039/Ent1051465-11,Alan A Berryman,The Canadian Entomologist,Scolytus ventralis LeConte,1973,1,0,0,0,1,0,1,0
2,Compadre,10.1111/j.1523-1739.2008.01073.x,Sharmila Pathikonda,Conservation Biology,"1. Iris hexagona
2. Iris pseudacorus ",2009,0,1,1,1,1,0,1,0
2,Compadre,10.1111/j.1365-2745.2011.01910.x,James M Bullock,Journal of Ecology ,"1. Himantoglossum hircinum 
2. Cirsium acaule 
3. Erica ciliaris 
4. Conyza canadensis 
5. Lactuca serriola 
6. Ailanthus altissima ",2012,1,1,0,1,1,0,1,0
2,Comadre,10.2307/1940983,Catherine S. McFadden,Ecology,Alcyonium sp ,1991,1,1,0,1,1,1,1,0
2,Compadre,10.1007/s11258-011-9906-2,Marianna Evju,Population Ecology,Geranium sylvaticum,2011,1,1,1,1,1,1,1,0
2,Compadre,10.1007/s12231-014-9295-2,Ignacio Torres,Economic Botany,Agave potatorum ,2015,1,1,0,1,1,0,1,0
2,Compadre,10.1890/ES11-00328.1,Richard P. Shefferson,Ecosphere,"1. Cypripedium calceolus 
2. Cephalanthera longifolia",2012,1,1,0,1,1,0,1,0
2,Comadre,10.1371/jourNAl.pone.0034379,Jeffrey A. Hostetler,PLoS ONE,Callospermophilus lateralis ,2012,1,1,0,1,1,1,1,0
2,Comadre,10.1016/j.jas.2012.04.037,Hervé Monchot,Journal of Archaeological Science , Hystrix refossa Gervais ,2012,1,1,1,1,1,0,1,0
2,Comadre,10.1007/s10764-009-9332-7,Lynne A. Isbell,International Journal of Primatology,"1. Erythrocebus patas 
2. Cercopithecus aethiops",2009,1,0,0,0,1,1,1,0
2,Compadre,10.1093/aob/mcp188,Manuela Winkler,Annals of Botany,"1. Jacquiniella leucomelana 
2. Jacquiniella teretifolia
3. Lycaste aromatica ",2009,1,1,0,1,1,1,1,0
2,Compadre,10.2307/2445615,Peter Lesica, American Journal of Botany,Arabis fecunda,1995,1,0,0,0,1,0,1,0
2,Compadre,10.1111/j.1469-8137.1984.tb03596.x,L A Boorman,New Phytologist,"1. Lactuca virosa     
2. Cynoglossum officinale",1984,1,0,0,0,1,0,1,0
2,Comadre,10.1093/jme/tjw021,Patrick J. Hanly,Journal of Medical Entomology,Aedes triseriatus,2016,1,1,1,1,1,0,1,0
2,Comadre,10.1046/j.1523-1739.2002.00433.x,Roman Biek,Conservation Biology,"1. Bufo boreas, 
2. Rana aurora 
3. Rana temporaria ",2002,0,1,0,1,1,0,0,0
2,Comadre,10.1111/j.1365-2664.2012.02160.x,Marlène Gamelon,Journal of Applied Ecology ,Sus scrofa scrofa ,2012,1,0,0,1,1,1,1,0
2,Compadre,10.1890/09-0750,Janet Prevey,Ecological Applications ,"1. Tragopogon dubius 
2. Lactuca serriola ",2010,1,0,1,1,1,1,1,0
2,Compadre,10.1046/j.1442-1984.1999.00007.x,Yuko Kaneko,Plant Species Biology ,Aesculus turbinata ,1999,1,0,1,1,1,1,1,0
2,Comadre,10.2307/3546090,Masahiro Nakaoka,Oikos,Yoldia notabilis,1997,0,0,0,1,1,0,1,0
2,Compadre,10.1086/284796,Otto T Solbrig,The American Naturalist,Viola fimbriata,1988,1,1,1,1,1,0,1,0
2,Compadre,10.1007/s11258-007-9393-7,Tetsuto Abe,Plant Ecology,Stachyurus macrocarpus ,2008,1,0,0,1,1,0,1,0
2,Compadre,10.1007/s10530-004-5572-9,Laura A. Hyatt,Biological Invasions,Polygonum perfoliatum L,2006,1,1,1,1,1,0,1,0
2,Compadre,10.1111/aec.12045,Neal J Enright,Austral Ecology ,Araucaria muelleri,2014,1,0,0,1,1,0,1,0
2,Comadre,10.1007/s10144-011-0292-3,Natalie L. Hyslop,Population Ecology,Drymarchon couperi,2012,1,1,1,1,1,0,1,0
2,Comadre,10.2307/1381947,Jia Luo,Journal of Mammalogy,"1. Spermophilus dauricus
2. Urocitellus columbianus",1990,1,0,0,0,1,1,1,0
2,Compadre,10.1111/1365-2664.12057,"Matlaga, David P",Journal of Applied Ecology ,Miscanthus × giganteus,2013,0,1,1,1,1,0,1,0
2,Comadre,978-1-4939-0697-0,,,,,,,,,,,,
2,Compadre,10.1016/j.biocon.2004.03.019,T. Ticktin,Biological Conservation,Aechmea magdalenae,2004,1,1,0,1,1,0,1,0
2,Compadre,10.1646/1601,Martha Méndez,Biotropica,Pterocereus gaumeri,2004,1,0,0,1,1,1,1,0
2,Compadre,10.1111/gcb.12167,Nina Sletvold,Global Change Biology ,Dactylorhiza lapponica,2013,1,0,1,0,1,1,1,0
2,Compadre,10.1007/s00442-012-2301-4,Robert K. Shriver,Oecologia,Vulpicida pinastri ,2012,1,0,0,1,1,0,1,0
2,Comadre,10.2307/2404820,E. Marboutin,Journal of Applied Ecology ,Lepus europaeus,1995,1,0,0,1,1,0,1,0
2,Compadre,10.1046/j.1365-2664.2003.00842.x,R. P. Freckleton,"Journal of Applied Ecology
",Euterpe edulis ,2003,0,0,0,1,1,0,1,0
2,Comadre,10.1016/S0304-3800(01)00433-1,Milani Chaloupka,Ecological Modelling,Green sea turtles,2002,0,1,1,1,1,0,1,0
2,Comadre,10.3354/meps10547,L F New,Marine Ecology Progress Series,Mirounga leonina,2014,1,0,0,1,1,0,1,0
2,Comadre,10.1016/j.ecolmodel.2017.07.023,María Laura Maestri,Ecological Modelling,Ara glaucogularis ,2017,1,1,1,1,1,0,1,0
2,Compadre,10.1023/B:VEGE.0000046052.35390.59,Héctor Godínez-Alvarez,Plant Ecology,Neobuxbaumia macrocephala ,2004,1,0,0,1,1,1,1,0
2,Comadre,10.2307/3801764,John Van Sickle,The Journal of Wildlife Management,Large mammals,1987,0,0,0,0,0,0,0,0
2,Compadre,10.1007/s00442-008-0980-7,Johannes Verhulst,Oecologia ,"1. Atriplex canescens 
2. Atriplex acanthocarpa ",2008,1,1,0,1,1,1,1,0
2,Comadre,10.1016/j.ecolmodel.2014.08.021,D. L. Lewis,Ecological Modelling ,Ursus americanus ,2014,1,1,1,1,1,0,1,0
2,Comadre,10.1126/science.275.5298.389,R. F. Costantino,Science,Tribolium,1997,0,0,0,0,0,0,0,0
2,Comadre,10.1016/j.ecss.2015.11.012,Benjamin Tomlinson,"Estuarine, Coastal and Shelf Science",Pelagia noctiluca,2015,1,0,0,1,0,0,1,0
2,Compadre,https://doi.org/10.1002/ecs2.2706, Patricia A Werner,Ecosphere,Savanna tree populations,2019,1,0,1,1,1,1,1,0
2,Comadre,10.1643/CE-14-191,Vivian P Páez,Copeia,Podocnemis lewyana,2015,1,0,1,1,1,1,1,0
2,Compadre,10.1111/j.1365-2664.2012.02117.x,Joseph T. Dauer,Journal of Applied Ecology,Jacobaea vulgaris,2012,1,1,1,1,1,0,1,0
2,Comadre,10.1890/0012-9658(2002)083[2194:PDCOPI]2.0.CO;2,Anne M Bronikowski,Ecology,Poecilia reticulata,2002,1,0,1,1,1,0,1,0
2,Comadre,10.1007/s11252-016-0566-9,M. T Makenov,Urban Ecosystems,"Stray dogs 
 ",2016,1,1,0,1,1,0,1,0
2,Compadre,10.2216/i0031-8884-25-1-11.1,Robert E. De Wreede,Phycologia,Pterygophora californica,1986,1,0,0,1,1,0,1,0
2,Comadre,10.1890/02-5010,Nathan H Schumaker,Ecological Applications ,17 wildlife species ,2004,0,1,1,1,1,0,1,0
2,Compadre,10.1016/j.baae.2015.02.009, Jose L Silva,Basic and Applied Ecology,"1. Sonchus pustulatus
2. S. pustulatus
3. S. fragilis
4. S. masguindalii",2015,1,1,0,1,1,1,1,0
2,Compadre,10.1034/j.1600-0587.2002.250211.x,Henrik Berg,Ecography,Oxalis acetosella ,2002,1,1,0,1,1,1,1,0
2,Compadre,10.1007/s10144-017-0572-7,Román Hernández-Pedrero,Population Ecology ,Furcraea parmentieri ,2017,1,1,0,1,1,1,1,0
2,Comadre,10.1002/wmon.1012,David W Howerter,Wildlife Monographs,Anas platyrhynchos,2014,1,1,0,1,1,1,1,0
2,Comadre,10.1139/Z03-045,Matthew G Mitro,Canadian Journal of Zoology,Malaclemys terrapin,2003,1,1,0,1,1,0,1,0
2,Comadre,10.1676/12-154.1,Lesley Bulluck,The Wilson Journal of Ornithology,Vermivora chrysoptera,2013,1,0,0,1,1,0,1,0
2,Compadre,10.1111/plb.12007,Z Münzbergová,Plant Biology,Linum flavum and L. tenuifolium ,2013,1,0,0,1,1,0,1,0
2,Compadre,10.1111/j.1442-9993.2006.01650.x,Alexandre F. Souza,Austral Ecology,Geonoma brevispatha,2006,1,0,1,1,1,1,1,0
2,Compadre,10.1098/rspb.2018.1091,Pauline O Pantoja,Royal Society,Mimulus guttatus,2018,1,1,0,1,1,1,1,0
2,Compadre,10.1002/ece3.2163,Chia-Hua Lin,Ecology and Evolution ,Dicentra canadensis,2016,1,1,1,1,1,1,1,0
2,Compadre,10.1890/11-0948.1,Mary Bricker,Ecology,Lithospermum ruderale,2012,1,1,1,1,1,0,1,0
2,Compadre,10.1111/j.1523-1739.2004.00567.x,Charles Kwit,Conservation Biology,Taxus floridana,2004,1,1,1,1,1,0,1,0
2,Compadre,10.1007/978-94-017-1345-0_12,A Tolvanen,Evolutionary Ecology,Salix arctica,2002,1,0,1,1,1,1,1,0
2,Compadre,10.1007/s11258-010-9737-6,Alejandro Flores Martínez,Plant Ecology,Mammillaria huitzilopochtli,2010,1,1,1,1,1,1,1,0
2,Comadre,10.1071/WR10080,Brian Chambers,Wildlife Research,Macropus eugenii,2010,1,0,1,1,1,1,1,0
2,Compadre,10.2307/2261390,J. M. Bullock,Journal of Ecology ,Cirsium vulgare,1994,1,1,1,1,1,0,1,0
2,Compadre,10.2307/1936930,Patricia A. Werner,Ecology,Dipsacus sylvestris Huds,1977,1,1,0,1,1,0,1,0
2,Comadre,10.1890/0012-9658(2001)082[1921:EODROU]2.0.CO;2, Madan K Oli,Ecology,Spermophilus armatus,2001,1,1,1,1,1,0,1,0
2,Compadre,10.1086/285599,Elena R Alvarez-Buylla,The American Naturalist,Cecropia obtiisifolia,1994,1,1,1,1,1,1,1,0
2,Comadre,10.1139/cjfas-2012-0520,Masami Fujiwara,Canadian Journal of Fisheries and Aquatic Sciences,Epinephelus morio ,2013,0,1,1,1,1,0,0,0
2,Comadre,10.2307/3802460,Lynn A. Maguire,The Journal of Wildlife Management,Picoides borealis,1995,1,0,0,1,1,0,1,0
2,Comadre,10.1016/S0304-3800(99)00039-3,Wendell P. Cropper Jr,Ecological Modelling,Spongia graminea,1999,1,0,0,1,1,0,1,0
2,Comadre,10.1642/0004-8038(2004)121[0015:MEOSAP]2.0.CO;2,Jason Jones,The Auk,Dendroica cerulea,2004,1,0,0,1,1,1,1,0
2,Compadre,10.3398/064.077.0108,Janice L Hill,Western North American Naturalist,Silene spaldingii S. Watson,2017,1,0,1,1,1,0,1,0
2,Compadre,10.1890/03-0119,Hélène Fréville,Ecology,Centaurea corymbosa,2004,1,1,1,1,1,0,1,0
2,Comadre,10.1017/S1367943004001593,Robert Heinsohn,Animal Conservation ,Dugong dugon,2004,1,0,0,1,1,0,1,0
2,Compadre,10.1111/1365-2745.12625,Pol Capdevila,Journal of Ecology ,Cystoseira zosteroides,2016,1,1,0,1,1,1,1,0
2,Compadre,10.1111/j.1440-6055.2006.00556.x,S Raghu,Australian Journal of Entomology,Parkinsonia aculeata,2006,1,0,1,1,1,0,1,0
2,Compadre,10.1007/s10592-010-0056-1,Florence Noël,Conservation Genetics,Brassica insularis,2010,1,1,1,1,1,0,1,0
2,Compadre,10.1017/S0376892914000204,Tamara M Wong,Environmental Conservation,Alyxia stellata,2015,1,1,0,1,1,1,1,0
2,Compadre,10.2307/2260308,Peggy Lee Fiedler,Journal of Ecology,"Calochortus obispoensi
Calochortus pulchellus
Calochortus tiburonensis",1987,1,1,0,1,1,1,1,0
2,Compadre,10.1016/j.actao.2014.05.009,Tarin Toledo-Aceves,Acta Oecologica,"1. Tillandsia multicaulis
2. Tillandsia punctulata",2014,1,1,0,1,1,1,1,0
2,Comadre,10.1016/j.crvi.2005.09.009,Jean-Baptiste Pichancourt,C. R. Biologies,Abax parallelepipedus,2006,0,0,1,1,1,0,1,0
2,Comadre,10.1007/s00442-010-1761-7,Brian R. Hudgens,Oecologia,"Urocyon littoralis
Aquila chrysaetos",2011,1,0,0,1,1,1,1,0
2,Comadre,10.2307/3803072,John L. Klavitter,The Journal of Wildlife Management,Buteo solitariu,2003,1,0,0,1,1,0,1,0
2,Compadre,10.2307/2260724,Danielle Charron,Journal of Ecology,Panax quinquefolium,1991,1,1,0,1,1,0,1,0
2,Comadre,10.1890/05-0486,Purnima Govindarajulu,Ecological Applications,Rana catesbeiana,2005,1,1,1,1,1,1,1,0
2,Comadre,10.2307/3803153,Steven T. Hoekman,The Journal of Wildlife Management,Anas platyrhynchos,2002,1,1,1,1,1,0,1,0
2,Comadre,10.1139/f05-245,Jacques Labonne,Canadian Journal of Fisheries and Aquatic Sciences,Zingel asper,2006,1,1,1,1,1,0,1,0
2,Comadre,10.1093/plankt/fbv024,Natasha Henschke,The Journal of Plankton Research,Thalia democratica,2015,1,1,1,1,1,0,1,0
2,Compadre,10.1080/17550874.2012.662534,Raúl García-Camacho,Plant Ecology & Diversity,Armeria caespitosa,2012,1,0,0,1,1,1,1,0
2,Compadre,10.1017/S0266467400001620,Barot Sébastien,Journal of Tropical Ecology,Borassus aethiopum,2000,1,0,1,1,1,1,1,0
2,Compadre,10.1111/j.1600-0587.2010.06250.x,Luis Giménez-Benavides,Ecography,Silene ciliata,2011,1,0,1,1,1,1,1,0
2,Compadre,10.1046/j.1365-2745.1999.00388.x,Patrick Nantel,Journal of Ecology,Helianthus divaricatus & Rhus aromatica,1999,1,0,1,1,1,1,1,0
2,Comadre,10.1046/j.1461-0248.2000.00138.x,Nicholas J. Gotelli,Ecology Letters,Solenopsis invicta,2000,1,0,0,1,0,1,1,0
2,Compadre,10.1371/journal.pone.0102859, Raymond L. Tremblay,PLOS ONE,Lepanthes rupestris,2014,1,0,1,1,1,1,1,0
2,Comadre,10.1890/0012-9658(1997)078[1019:EOASDA]2.0.CO;2,Jon T. Jorgenson,Ecology,Ovis canadensis,1997,1,0,0,0,1,1,1,0
2,Comadre,10.1017/S0950268812000167,DTS Hayman,Epidemiology and Infection,Eidolon helvum,2012,1,0,0,0,1,0,1,0
2,Comadre,10.1890/08-0305.1,Peter C. Sakaris,Ecological Applications,Pylodictis olivaris,2010,1,1,0,1,1,0,1,0
2,Comadre,10.1155/2015/987060,Alberto M. Sabat,Journal of Marine Biology,Gorgonia ventalina,2015,0,0,0,1,1,0,1,0
2,Comadre,10.1016/S0006-3207(02)00341-5,Mark Hebblewhite,Biological Conservation,Ursus americanus ,2003,1,0,1,1,1,0,1,0
2,Comadre,10.1016/j.biocon.2013.09.005,Jennyffer Cruz,Biological Conservation,"1. Charadrius bicinctus
2. Anarhynchus frontalis
3. Chlidonias albostriatus
4. Himantopus novaezelandiae",2013,1,0,0,1,1,1,1,0
2,Comadre,10.1007/s00442-011-1931-2,Erin K. Grey,Oecologia,Botrylloides violaceus,2011,1,1,1,1,1,1,1,0
2,Compadre,10.1007/bf02806475,Zuzana Münzbergová,Folia Geobotanica ,Scorzonera hispanica,2006,1,1,0,1,1,1,1,0
2,Compadre,10.1890/07-1128.1,James M Bullock,Ecological Applications,Rhinanthus minor,2008,1,1,0,1,1,1,1,0
2,Compadre,10.1016/j.ecolmodel.2012.07.022,Christie A Klimas,Ecological Modelling ,Carapa guianensis ,2012,1,1,1,1,1,1,1,0
2,Comadre,10.1007/s10441-009-9090-0,Mansour Serghini,Acta Biotheoretica,Sardina pilchardus ,2009,1,1,1,1,1,1,1,0
2,Compadre,10.1016/j.biocon.2006.07.012,Joyce Maschinski,Biological Conservation,Pseudophoenix sargentii,2006,1,0,0,1,1,0,1,0
2,Compadre,10.1111/j.1744-7429.2009.00615.x,Lesley S. Rigg,Biotropica,Araucaria laubenfelsii,2010,1,0,0,1,1,1,1,0
2,Comadre,10.1515/mamm.1984.48.3.327,W.A. Rodgers,Mammalia,Phacochoerus aethiopicus Pallas,1984,1,0,0,0,1,1,1,0
2,Comadre,10.2307/1934778,C. A. Spinage,Ecology,"1. Aepyceros melampus Lichtenstein
2. Syncerus cafler Sparrman
3. Equus burchelli boehmi Matschie
4. Phacochoerus aethiopicus Pallas",1972,1,0,0,1,1,0,1,0
2,Compadre,10.2478/s11756-009-0002-1,Rolf Lutz Eckstein,Biologia ,"1. Viola elatior
2. Viola pumila
3. Viola stagninaI",2009,1,0,0,1,1,0,1,0
2,Compadre,10.1016/j.jaridenv.2011.01.015,R.M. Portilla-Alonso,Journal of Arid Environments ,Coryphantha werdermannii,2011,1,0,0,1,1,0,1,0
2,Compadre,10.1111/1365-2664.12217,Silvia Winter,Journal of Applied Ecology,Colchicum autumnale,2014,1,0,0,1,1,0,1,0
2,Comadre,10.1890/08-2060.1,Steven E McMurray,Ecology,Xestospongia muta,2010,1,1,0,1,1,1,1,0
2,Compadre,10.1086/297607,Sandra K Floyd,International Journal of Plant Sciences,Gaura neomexicanassp. coloradensis,1998,1,1,0,1,1,0,1,0
2,Comadre,10.1086/597225,Lugui Qiu,Journal of Hematotherapy & Stem Cell Research ,Umbilical Cord Blood Cells,1999,1,0,0,0,0,0,0,0
2,Compadre,10.1016/j.biocon.2011.12.012,Marco Andrello,Biological Conservation,Eryngium alpinum,2012,1,1,1,1,1,0,1,0
2,Compadre,10.1111/j.1095-8339.2007.00628.x,Joan Pino,Botanical Journal of the Linnean Society,Kosteletzkya pentacarpos,2007,1,1,1,1,1,1,1,0
2,Compadre,10.2307/2679864,Maria C. Mandujano,Ecology,Opuntia rastrera,2001,1,1,0,1,1,1,1,0
2,Compadre,10.1111/j.1365-2745.2005.00958.x,Lourens Poorter,Journal of Ecology,Tachigali vasquezii,2005,1,0,0,1,1,1,1,0
2,Comadre,10.1111/j.1469-1795.2007.00105.x,L. Zambrano,Animal Conservation,Ambystoma mexicanum,2007,1,1,0,1,1,0,1,0
2,Comadre,10.2307/3803419,Nina H. Fefferman,The Journal of Wildlife Management, Tympanuchus cupid,2006,0,1,0,1,1,0,0,0
2,Compadre,10.1007/s10144-015-0519-9,Tristan Lemke,Population Ecology,Trollius europaeus,2015,1,0,0,1,1,1,1,0
2,Comadre,10.1890/0012-9615(2001)071[0377:RAODRT]2.0.CO;2,Evan Cooch,Ecological Monographs,Anser c. caerulescens,2001,1,1,1,1,1,1,1,0
2,Comadre,10.3354/meps10377,R Jimenez Melero,Marine Ecology Progress Series,Arctodiaptomus salinus,2013,0,1,1,1,1,0,1,0
2,Comadre,10.1139/Z08-124,J. J. Zúñiga-Vega,Canadian Journal of Zoology,Sceloporus grammicus,2008,1,0,1,1,1,1,1,0
2,Comadre,10.1016/j.biocon.2003.11.002,Michael Schaub,Biological Conservation,Ciconia ciconia,2004,1,1,1,1,1,0,1,0
2,Compadre,10.1023/A:1008623521755,Jerome Degreef,Genetic Resources and Crop Evolution,Phaseolus lunatus L.,1997,1,0,1,1,1,1,1,0
2,Comadre,10.1007/s00442-015-3222-9,Albert Fernández-Chacón,Oecologia,Salmo trutta,2015,1,0,0,0,1,1,1,0
2,Comadre,10.1111/j.0908-8857.2008.04189.x,Kari Koivula,Journal of Avian Biology,Calidris temminckii,2008,1,1,1,1,1,1,1,0
2,Comadre,10.1016/j.ecolmodel.2003.06.007,Robert G. Wallace,Ecological Modelling,Human immunodeficiency virus,2004,1,0,1,1,1,0,1,1
2,Comadre,10.1890/07-0018.1,Steven R. Beissinger,Ecological Monographs,Amazona vittata,2008,1,1,0,1,1,0,1,1
2,Compadre,10.1023/A:1015506019670,Katariina Kivi­niemi ,Plant Ecology,Agrimonia eupatoria and Geum rivale,2002,1,1,1,1,1,1,1,0
2,Comadre,10.1016/j.biocon.2014.05.026,Varun R Goswami,Biological Conservation,Elephas maximus,2014,0,1,0,1,1,0,0,0
2,Comadre,10.1890/02-0409,Jean-Michel Gaillard,Ecology,22 Species ,2003,0,0,0,1,1,0,0,0
2,Compadre,10.1111/j.1365-3180.2009.00703.x,CPD Borger,European Weed Research Society,Salsola australis,2009,1,1,1,1,1,0,1,0
2,Compadre,10.1016/j.biocon.2006.10.038,Cecilia Jiménez-Sierra,Biological Conservation,Echinocactus platyacanthus,2007,1,1,1,1,1,1,1,0
2,Compadre,10.1111/j.1365-2664.2005.01015.x,Johan Ehrlén,Journal of Applied Ecology,Primula veris,2005,1,0,0,1,1,0,1,0
2,Compadre,10.1111/j.1529-8817.2010.00924.x,Vasco Manuel Nobre de Carvalho da Silva Vieira,Journal of Phycology,Gelidium sesquipedale,2010,0,0,1,1,1,0,1,0
2,Compadre,10.1016/j.foreco.2008.02.041,Nicolas Picard,Forest Ecology and Management ,Entandrophragma cylindricum,2008,1,0,0,1,1,1,1,0
2,Comadre,10.14430/arctic1733,F. Messier,Arctic ,Multiple ,1988,1,0,0,0,1,1,1,0
2,Compadre,10.1890/02-5219,Alan B Griffith,Ecological Applications,Aeschynomene virginica,2005,1,1,1,1,1,0,1,0
2,Comadre,10.1086/285729,Maria E Orive,The American Naturalist,Clonal corals,1995,0,0,1,1,1,0,0,0
2,Compadre,10.1111/j.1523-1739.2011.01691.x,Demetria Mondragón Chaparro,Conservation Biology,"1. Tillandsia macdougallii, 
2. Tillandsia violaceae",2011,1,0,0,1,1,1,1,0
2,Compadre,10.1016/j.ecolmodel.2005.07.020,Dmitrii O. Logofet,Ecological Modelling ,"Calamagrostis canescens
Piceetum sphagnosum
Pinus sylvestris L
Picea abies",2006,1,1,1,1,1,1,1,0
2,Comadre,10.2193/2008-093,Jason S. Grear,The Journal of Wildlife Management,Gavia immer,2009,1,0,1,1,1,0,1,0
2,Compadre,10.2307/2260717,Juan F. Silva,Journal of Ecology,Andropogon semiberbis,1991,0,1,1,1,1,1,1,0
2,Comadre,10.1111/nrm.12034,Maija Holma,Natural Resource Modeling ,"Halichoerus grypus
Salmo salar",2014,1,0,0,1,1,0,1,0
2,Comadre,10.1111/j.1365-2656.2005.00975.x,Tim Coulson,Journal of Animal Ecology,"Ovis canadensis
",2005,1,0,0,1,1,0,1,0
2,Comadre,10.2307/1447431,Stanley F. Fox,Copeia,Uta stansburiana,1998,1,0,0,0,0,0,1,0
2,Compadre,10.2307/1933696,Warren F. Steenbergh,Ecology,Cereus giganteus,1969,1,0,0,0,1,0,1,0
2,Comadre,10.1093/icesjms/fsu056,Wen-Pei Tsai,Journal of Marine Science,Isurus oxyrinchus,2014,1,1,1,1,1,0,1,0
2,Compadre,10.1007/s12080-017-0353-0,Charlotte de Vries,Theoretical Ecology,Lathyrus vernus,2017,0,1,0,1,1,0,1,0
2,Compadre,10.1016/j.foreco.2010.11.007,L.B. Fortini,Forest Ecology and Management ,"Mora paraensis
Licania heteromorpha
Callycophyllum spruceanum
Carapa guianensis Aubl.
Virola surinamensis
Licaria mahuba
Pouteria sagotiana
Platymiscium filipes",2011,1,1,0,0,1,0,1,0
2,Comadre,10.1002/etc.5620210425,Anne Kuhn,Environmental Toxicology and Chemistry,Ampelisca abdita,2002,1,1,1,1,1,0,1,0
2,Compadre,10.1016/j.tpb.2006.05.003,Alan Hastings,Theoretical Population Biology,Spartina alterniflora,2006,1,0,0,1,1,0,1,0
